date,open,high,low,close,volume
2025-06-29,107264.16,107310.0,107205.82,107309.99,65.97827
2025-06-29,107310.0,107385.92,107309.99,107376.95,104.8323
2025-06-29,107376.96,107402.18,107330.0,107402.18,114.10295
2025-06-29,107402.17,107719.58,107402.17,107693.85,317.48769
2025-06-29,107693.85,107972.74,107627.49,107891.64,417.03479
2025-06-29,107891.64,108297.89,107849.61,108153.26,789.94745
2025-06-29,108153.25,108484.0,108096.56,108477.11,464.45774
2025-06-29,108477.12,108528.5,108033.0,108189.88,374.4257
2025-06-29,108189.88,108228.28,108012.82,108051.52,254.59705
2025-06-29,108051.53,108215.12,107777.77,107948.08,346.17479
2025-06-29,107948.07,108034.13,107650.0,107750.72,345.2614
2025-06-30,107750.72,107792.05,107320.0,107552.03,545.10349
2025-06-30,107552.03,107592.17,107316.46,107544.44,341.27998
2025-06-30,107544.44,107718.02,107445.4,107640.01,195.17898
2025-06-30,107640.01,107640.01,107365.96,107406.81,106.96705
2025-06-30,107406.8,107494.06,107359.78,107359.79,127.90868
2025-06-30,107359.79,107734.59,107250.0,107543.48,254.81614
2025-06-30,107543.48,108277.23,107543.48,108079.9,562.58019
2025-06-30,108079.91,108436.47,108013.28,108356.93,513.90412
2025-06-30,108356.93,108789.99,108255.81,108713.81,695.19445
2025-06-30,108713.8,108770.0,108396.18,108493.93,354.63098
2025-06-30,108493.92,108652.0,108445.01,108479.81,283.7017
2025-06-30,108479.99,108580.0,108419.56,108503.74,230.64114
2025-06-30,108503.74,108538.76,108301.6,108314.99,265.0143
2025-06-30,108314.98,108380.0,108168.48,108280.65,230.27709
2025-06-30,108280.66,108299.99,107518.88,107571.72,588.6705
2025-06-30,107571.73,107746.13,107481.31,107614.08,497.31364
2025-06-30,107614.07,107747.76,107459.0,107512.89,368.679
2025-06-30,107512.89,107704.98,107466.18,107478.77,269.13675
2025-06-30,107478.78,107649.5,107400.0,107649.49,263.79321
2025-06-30,107649.5,107964.33,107624.99,107654.2,340.59546
2025-06-30,107654.21,107824.31,107561.16,107570.58,362.20383
2025-06-30,107570.59,107858.79,107482.56,107525.49,546.11194
2025-06-30,107525.49,107641.31,106777.77,106803.32,1166.01856
2025-06-30,106803.32,107796.2,106733.33,107580.46,905.70004
2025-07-01,107580.47,107807.94,107281.5,107599.96,413.06794
2025-07-01,107599.96,107792.99,107429.39,107462.94,346.53424
2025-07-01,107462.95,107614.9,107116.4,107242.01,230.18635
2025-07-01,107242.0,107794.19,107212.6,107745.97,325.03838
2025-07-01,107745.97,107764.73,107480.0,107577.89,187.16819
2025-07-01,107577.88,107589.0,106900.02,107130.81,441.72872
2025-07-01,107130.8,107317.53,107029.64,107112.75,203.265
2025-07-01,107112.76,107232.59,107063.04,107146.5,239.4535
2025-07-01,107146.51,107449.25,107026.93,107377.02,253.62802
2025-07-01,107377.03,107540.0,107171.42,107220.0,219.64653
2025-07-01,107220.0,107410.74,107097.87,107101.69,207.06087
2025-07-01,107101.68,107223.0,107070.2,107192.38,293.12458
2025-07-01,107192.39,107203.11,106867.43,106881.6,261.75371
2025-07-01,106881.6,106967.76,106740.0,106932.49,402.48733
2025-07-01,106932.49,106932.49,106758.24,106890.77,167.32269
2025-07-01,106890.77,107178.99,106615.97,107178.99,436.41463
2025-07-01,107178.99,107178.99,106681.52,106710.12,282.35131
2025-07-01,106710.12,106794.09,106500.0,106556.39,389.14535
2025-07-01,106556.39,106633.31,106301.86,106490.42,468.88764
2025-07-01,106490.42,106622.05,106317.17,106605.8,294.43204
2025-07-01,106605.79,106706.05,106365.24,106421.08,284.29339
2025-07-01,106421.07,106885.38,106301.04,106807.42,1241.43566
2025-07-01,106807.43,107179.99,105717.84,105925.0,1572.86174
2025-07-01,105925.01,106200.0,105623.39,105955.18,876.10488
2025-07-02,105955.19,106280.0,105831.5,106082.56,343.73692
2025-07-02,106082.55,106287.95,105909.42,106253.79,279.69821
2025-07-02,106253.8,106269.6,105699.22,105749.68,412.70793
2025-07-02,105749.68,105804.0,105387.68,105398.53,654.75967
2025-07-02,105398.52,105995.44,105250.85,105920.01,431.58675
2025-07-02,105920.01,106100.0,105744.81,105784.13,231.93599
2025-07-02,105784.12,105916.64,105600.0,105613.22,253.7495
2025-07-02,105613.21,105702.39,105361.33,105681.14,246.49903
2025-07-02,105681.13,105781.43,105377.35,105392.3,239.30387
2025-07-02,105392.3,105790.07,105100.19,105720.0,517.94641
2025-07-02,105720.0,105920.11,105525.61,105908.7,333.47913
2025-07-02,105908.71,106216.08,105871.07,106172.83,356.46445
